layer,wordlist,steering,neg_prompt_variant,last_word_fraction
3,pain_rhymes_all,negative,neg_prompt_v2,0.0
3,quick_rhymes_all,positive,neg_prompt_v2,0.99
3,quick_rhymes_all,negative,neg_prompt_v2,0.99
3,pain_rhymes1,positive,neg_prompt_v2,0.0
3,pain_rhymes1,negative,neg_prompt_v2,0.0
3,pain_rhymes2,positive,neg_prompt_v2,0.0
3,pain_rhymes2,negative,neg_prompt_v2,0.0
3,quick,positive,neg_prompt_v2,0.374
3,quick,negative,neg_prompt_v2,0.398
3,pain,positive,neg_prompt_v2,0.0
3,pain,negative,neg_prompt_v2,0.0
4,pain_rhymes_all,positive,neg_prompt_v2,0.0
4,pain_rhymes_all,negative,neg_prompt_v2,0.0
4,quick_rhymes_all,positive,neg_prompt_v2,0.998
4,quick_rhymes_all,negative,neg_prompt_v2,0.994
4,pain_rhymes1,positive,neg_prompt_v2,0.0
4,pain_rhymes1,negative,neg_prompt_v2,0.0
4,pain_rhymes2,positive,neg_prompt_v2,0.0
4,pain_rhymes2,negative,neg_prompt_v2,0.0
4,quick,positive,neg_prompt_v2,0.368
4,quick,negative,neg_prompt_v2,0.452
4,pain,positive,neg_prompt_v2,0.0
4,pain,negative,neg_prompt_v2,0.0
5,pain_rhymes_all,positive,neg_prompt_v2,0.0
5,pain_rhymes_all,negative,neg_prompt_v2,0.0
5,quick_rhymes_all,positive,neg_prompt_v2,0.99
5,quick_rhymes_all,negative,neg_prompt_v2,0.992
5,pain_rhymes1,positive,neg_prompt_v2,0.0
5,pain_rhymes1,negative,neg_prompt_v2,0.0
5,pain_rhymes2,positive,neg_prompt_v2,0.0
5,pain_rhymes2,negative,neg_prompt_v2,0.0
5,quick,positive,neg_prompt_v2,0.342
5,quick,negative,neg_prompt_v2,0.382
5,pain,positive,neg_prompt_v2,0.0
5,pain,negative,neg_prompt_v2,0.0
6,pain_rhymes_all,positive,neg_prompt_v2,0.0
6,pain_rhymes_all,negative,neg_prompt_v2,0.0
6,quick_rhymes_all,positive,neg_prompt_v2,0.996
6,quick_rhymes_all,negative,neg_prompt_v2,0.998
6,pain_rhymes1,positive,neg_prompt_v2,0.0
6,pain_rhymes1,negative,neg_prompt_v2,0.0
6,pain_rhymes2,positive,neg_prompt_v2,0.0
6,pain_rhymes2,negative,neg_prompt_v2,0.0
6,quick,positive,neg_prompt_v2,0.376
6,quick,negative,neg_prompt_v2,0.414
6,pain,positive,neg_prompt_v2,0.0
6,pain,negative,neg_prompt_v2,0.0
7,pain_rhymes_all,positive,neg_prompt_v2,0.0
7,pain_rhymes_all,negative,neg_prompt_v2,0.0
7,quick_rhymes_all,positive,neg_prompt_v2,0.994
7,quick_rhymes_all,negative,neg_prompt_v2,0.994
7,pain_rhymes1,positive,neg_prompt_v2,0.0
7,pain_rhymes1,negative,neg_prompt_v2,0.0
7,pain_rhymes2,positive,neg_prompt_v2,0.0
7,pain_rhymes2,negative,neg_prompt_v2,0.0
7,quick,positive,neg_prompt_v2,0.356
7,quick,negative,neg_prompt_v2,0.352
7,pain,positive,neg_prompt_v2,0.0
7,pain,negative,neg_prompt_v2,0.0
8,pain_rhymes_all,positive,neg_prompt_v2,0.0
8,pain_rhymes_all,negative,neg_prompt_v2,0.0
8,quick_rhymes_all,positive,neg_prompt_v2,0.994
8,quick_rhymes_all,negative,neg_prompt_v2,0.998
8,pain_rhymes1,positive,neg_prompt_v2,0.0
8,pain_rhymes1,negative,neg_prompt_v2,0.0
8,pain_rhymes2,positive,neg_prompt_v2,0.0
8,pain_rhymes2,negative,neg_prompt_v2,0.0
8,quick,positive,neg_prompt_v2,0.326
8,quick,negative,neg_prompt_v2,0.452
8,pain,positive,neg_prompt_v2,0.0
8,pain,negative,neg_prompt_v2,0.0
9,pain_rhymes_all,positive,neg_prompt_v2,0.0
9,pain_rhymes_all,negative,neg_prompt_v2,0.0
9,quick_rhymes_all,positive,neg_prompt_v2,0.988
9,quick_rhymes_all,negative,neg_prompt_v2,0.994
9,pain_rhymes1,positive,neg_prompt_v2,0.0
9,pain_rhymes1,negative,neg_prompt_v2,0.0
9,pain_rhymes2,positive,neg_prompt_v2,0.0
9,pain_rhymes2,negative,neg_prompt_v2,0.0
9,quick,positive,neg_prompt_v2,0.292
9,quick,negative,neg_prompt_v2,0.416
9,pain,positive,neg_prompt_v2,0.0
9,pain,negative,neg_prompt_v2,0.0
10,pain_rhymes_all,positive,neg_prompt_v2,0.87
10,pain_rhymes_all,negative,neg_prompt_v2,0.0
10,quick_rhymes_all,positive,neg_prompt_v2,0.0
10,quick_rhymes_all,negative,neg_prompt_v2,0.978
10,pain_rhymes1,positive,neg_prompt_v2,0.3
10,pain_rhymes1,negative,neg_prompt_v2,0.0
10,pain_rhymes2,positive,neg_prompt_v2,0.532
10,pain_rhymes2,negative,neg_prompt_v2,0.0
10,quick,positive,neg_prompt_v2,0.0
10,quick,negative,neg_prompt_v2,0.142
10,pain,positive,neg_prompt_v2,0.054
10,pain,negative,neg_prompt_v2,0.0
11,pain_rhymes_all,positive,neg_prompt_v2,0.92
11,pain_rhymes_all,negative,neg_prompt_v2,0.0
11,quick_rhymes_all,positive,neg_prompt_v2,0.0
11,quick_rhymes_all,negative,neg_prompt_v2,0.98
11,pain_rhymes1,positive,neg_prompt_v2,0.284
11,pain_rhymes1,negative,neg_prompt_v2,0.0
11,pain_rhymes2,positive,neg_prompt_v2,0.548
11,pain_rhymes2,negative,neg_prompt_v2,0.0
11,quick,positive,neg_prompt_v2,0.0
11,quick,negative,neg_prompt_v2,0.26
11,pain,positive,neg_prompt_v2,0.106
11,pain,negative,neg_prompt_v2,0.0
12,pain_rhymes_all,positive,neg_prompt_v2,0.922
12,pain_rhymes_all,negative,neg_prompt_v2,0.0
12,quick_rhymes_all,positive,neg_prompt_v2,0.0
12,quick_rhymes_all,negative,neg_prompt_v2,0.98
12,pain_rhymes1,positive,neg_prompt_v2,0.216
12,pain_rhymes1,negative,neg_prompt_v2,0.0
12,pain_rhymes2,positive,neg_prompt_v2,0.608
12,pain_rhymes2,negative,neg_prompt_v2,0.0
12,quick,positive,neg_prompt_v2,0.0
12,quick,negative,neg_prompt_v2,0.208
12,pain,positive,neg_prompt_v2,0.112
12,pain,negative,neg_prompt_v2,0.0
13,pain_rhymes_all,positive,neg_prompt_v2,0.958
13,pain_rhymes_all,negative,neg_prompt_v2,0.0
13,quick_rhymes_all,positive,neg_prompt_v2,0.0
13,quick_rhymes_all,negative,neg_prompt_v2,0.976
13,pain_rhymes1,positive,neg_prompt_v2,0.266
13,pain_rhymes1,negative,neg_prompt_v2,0.0
13,pain_rhymes2,positive,neg_prompt_v2,0.58
13,pain_rhymes2,negative,neg_prompt_v2,0.0
13,quick,positive,neg_prompt_v2,0.0
13,quick,negative,neg_prompt_v2,0.326
13,pain,positive,neg_prompt_v2,0.122
13,pain,negative,neg_prompt_v2,0.0
14,pain_rhymes_all,positive,neg_prompt_v2,0.926
14,pain_rhymes_all,negative,neg_prompt_v2,0.0
14,quick_rhymes_all,positive,neg_prompt_v2,0.0
14,quick_rhymes_all,negative,neg_prompt_v2,0.982
14,pain_rhymes1,positive,neg_prompt_v2,0.352
14,pain_rhymes1,negative,neg_prompt_v2,0.0
14,pain_rhymes2,positive,neg_prompt_v2,0.528
14,pain_rhymes2,negative,neg_prompt_v2,0.0
14,quick,positive,neg_prompt_v2,0.0
14,quick,negative,neg_prompt_v2,0.294
14,pain,positive,neg_prompt_v2,0.07
14,pain,negative,neg_prompt_v2,0.0
15,pain_rhymes_all,positive,neg_prompt_v2,0.928
15,pain_rhymes_all,negative,neg_prompt_v2,0.0
15,quick_rhymes_all,positive,neg_prompt_v2,0.004
15,quick_rhymes_all,negative,neg_prompt_v2,0.988
15,pain_rhymes1,positive,neg_prompt_v2,0.354
15,pain_rhymes1,negative,neg_prompt_v2,0.0
15,pain_rhymes2,positive,neg_prompt_v2,0.502
15,pain_rhymes2,negative,neg_prompt_v2,0.0
15,quick,positive,neg_prompt_v2,0.002
15,quick,negative,neg_prompt_v2,0.364
15,pain,positive,neg_prompt_v2,0.1
15,pain,negative,neg_prompt_v2,0.0
16,pain_rhymes_all,positive,neg_prompt_v2,0.908
16,pain_rhymes_all,negative,neg_prompt_v2,0.0
16,quick_rhymes_all,positive,neg_prompt_v2,0.0
16,quick_rhymes_all,negative,neg_prompt_v2,0.986
16,pain_rhymes1,positive,neg_prompt_v2,0.336
16,pain_rhymes1,negative,neg_prompt_v2,0.0
16,pain_rhymes2,positive,neg_prompt_v2,0.434
16,pain_rhymes2,negative,neg_prompt_v2,0.0
16,quick,positive,neg_prompt_v2,0.0
16,quick,negative,neg_prompt_v2,0.37
16,pain,positive,neg_prompt_v2,0.152
16,pain,negative,neg_prompt_v2,0.0
17,pain_rhymes_all,positive,neg_prompt_v2,0.92
17,pain_rhymes_all,negative,neg_prompt_v2,0.0
17,quick_rhymes_all,positive,neg_prompt_v2,0.002
17,quick_rhymes_all,negative,neg_prompt_v2,0.978
17,pain_rhymes1,positive,neg_prompt_v2,0.296
17,pain_rhymes1,negative,neg_prompt_v2,0.0
17,pain_rhymes2,positive,neg_prompt_v2,0.492
17,pain_rhymes2,negative,neg_prompt_v2,0.0
17,quick,positive,neg_prompt_v2,0.002
17,quick,negative,neg_prompt_v2,0.27
17,pain,positive,neg_prompt_v2,0.136
17,pain,negative,neg_prompt_v2,0.0
18,pain_rhymes_all,positive,neg_prompt_v2,0.916
18,pain_rhymes_all,negative,neg_prompt_v2,0.0
18,quick_rhymes_all,positive,neg_prompt_v2,0.0
18,quick_rhymes_all,negative,neg_prompt_v2,0.982
18,pain_rhymes1,positive,neg_prompt_v2,0.258
18,pain_rhymes1,negative,neg_prompt_v2,0.0
18,pain_rhymes2,positive,neg_prompt_v2,0.478
18,pain_rhymes2,negative,neg_prompt_v2,0.0
18,quick,positive,neg_prompt_v2,0.0
18,quick,negative,neg_prompt_v2,0.282
18,pain,positive,neg_prompt_v2,0.184
18,pain,negative,neg_prompt_v2,0.0
19,pain_rhymes_all,positive,neg_prompt_v2,0.932
19,pain_rhymes_all,negative,neg_prompt_v2,0.0
19,quick_rhymes_all,positive,neg_prompt_v2,0.0
19,quick_rhymes_all,negative,neg_prompt_v2,0.986
19,pain_rhymes1,positive,neg_prompt_v2,0.282
19,pain_rhymes1,negative,neg_prompt_v2,0.0
19,pain_rhymes2,positive,neg_prompt_v2,0.56
19,pain_rhymes2,negative,neg_prompt_v2,0.0
19,quick,positive,neg_prompt_v2,0.0
19,quick,negative,neg_prompt_v2,0.236
19,pain,positive,neg_prompt_v2,0.104
19,pain,negative,neg_prompt_v2,0.0
20,pain_rhymes_all,positive,neg_prompt_v2,0.922
20,pain_rhymes_all,negative,neg_prompt_v2,0.0
20,quick_rhymes_all,positive,neg_prompt_v2,0.0
20,quick_rhymes_all,negative,neg_prompt_v2,0.986
20,pain_rhymes1,positive,neg_prompt_v2,0.28
20,pain_rhymes1,negative,neg_prompt_v2,0.0
20,pain_rhymes2,positive,neg_prompt_v2,0.524
20,pain_rhymes2,negative,neg_prompt_v2,0.0
20,quick,positive,neg_prompt_v2,0.0
20,quick,negative,neg_prompt_v2,0.188
20,pain,positive,neg_prompt_v2,0.12
20,pain,negative,neg_prompt_v2,0.0
21,pain_rhymes_all,positive,neg_prompt_v2,0.936
21,pain_rhymes_all,negative,neg_prompt_v2,0.0
21,quick_rhymes_all,positive,neg_prompt_v2,0.0
21,quick_rhymes_all,negative,neg_prompt_v2,0.982
21,pain_rhymes1,positive,neg_prompt_v2,0.294
21,pain_rhymes1,negative,neg_prompt_v2,0.0
21,pain_rhymes2,positive,neg_prompt_v2,0.566
21,pain_rhymes2,negative,neg_prompt_v2,0.0
21,quick,positive,neg_prompt_v2,0.0
21,quick,negative,neg_prompt_v2,0.216
21,pain,positive,neg_prompt_v2,0.092
21,pain,negative,neg_prompt_v2,0.0
22,pain_rhymes_all,positive,neg_prompt_v2,0.922
22,pain_rhymes_all,negative,neg_prompt_v2,0.0
22,quick_rhymes_all,positive,neg_prompt_v2,0.0
22,quick_rhymes_all,negative,neg_prompt_v2,0.978
22,pain_rhymes1,positive,neg_prompt_v2,0.296
22,pain_rhymes1,negative,neg_prompt_v2,0.0
22,pain_rhymes2,positive,neg_prompt_v2,0.552
22,pain_rhymes2,negative,neg_prompt_v2,0.0
22,quick,positive,neg_prompt_v2,0.0
22,quick,negative,neg_prompt_v2,0.232
22,pain,positive,neg_prompt_v2,0.094
22,pain,negative,neg_prompt_v2,0.0
23,pain_rhymes_all,positive,neg_prompt_v2,0.946
23,pain_rhymes_all,negative,neg_prompt_v2,0.0
23,quick_rhymes_all,positive,neg_prompt_v2,0.0
23,quick_rhymes_all,negative,neg_prompt_v2,0.984
23,pain_rhymes1,positive,neg_prompt_v2,0.328
23,pain_rhymes1,negative,neg_prompt_v2,0.0
23,pain_rhymes2,positive,neg_prompt_v2,0.556
23,pain_rhymes2,negative,neg_prompt_v2,0.0
23,quick,positive,neg_prompt_v2,0.0
23,quick,negative,neg_prompt_v2,0.228
23,pain,positive,neg_prompt_v2,0.054
23,pain,negative,neg_prompt_v2,0.0
24,pain_rhymes_all,positive,neg_prompt_v2,0.924
24,pain_rhymes_all,negative,neg_prompt_v2,0.0
24,quick_rhymes_all,positive,neg_prompt_v2,0.0
24,quick_rhymes_all,negative,neg_prompt_v2,0.982
24,pain_rhymes1,positive,neg_prompt_v2,0.29
24,pain_rhymes1,negative,neg_prompt_v2,0.0
24,pain_rhymes2,positive,neg_prompt_v2,0.596
24,pain_rhymes2,negative,neg_prompt_v2,0.0
24,quick,positive,neg_prompt_v2,0.0
24,quick,negative,neg_prompt_v2,0.264
24,pain,positive,neg_prompt_v2,0.05
24,pain,negative,neg_prompt_v2,0.0
25,pain_rhymes_all,positive,neg_prompt_v2,0.956
25,pain_rhymes_all,negative,neg_prompt_v2,0.0
25,quick_rhymes_all,positive,neg_prompt_v2,0.0
25,quick_rhymes_all,negative,neg_prompt_v2,0.982
25,pain_rhymes1,positive,neg_prompt_v2,0.304
25,pain_rhymes1,negative,neg_prompt_v2,0.0
25,pain_rhymes2,positive,neg_prompt_v2,0.62
25,pain_rhymes2,negative,neg_prompt_v2,0.0
25,quick,positive,neg_prompt_v2,0.0
25,quick,negative,neg_prompt_v2,0.258
25,pain,positive,neg_prompt_v2,0.054
25,pain,negative,neg_prompt_v2,0.0
26,pain_rhymes_all,positive,neg_prompt_v2,0.912
26,pain_rhymes_all,negative,neg_prompt_v2,0.0
26,quick_rhymes_all,positive,neg_prompt_v2,0.0
26,quick_rhymes_all,negative,neg_prompt_v2,0.87
26,pain_rhymes1,positive,neg_prompt_v2,0.262
26,pain_rhymes1,negative,neg_prompt_v2,0.0
26,pain_rhymes2,positive,neg_prompt_v2,0.634
26,pain_rhymes2,negative,neg_prompt_v2,0.0
26,quick,positive,neg_prompt_v2,0.0
26,quick,negative,neg_prompt_v2,0.402
26,pain,positive,neg_prompt_v2,0.026
26,pain,negative,neg_prompt_v2,0.0
27,pain_rhymes_all,positive,neg_prompt_v2,0.722
27,pain_rhymes_all,negative,neg_prompt_v2,0.0
27,quick_rhymes_all,positive,neg_prompt_v2,0.0
27,quick_rhymes_all,negative,neg_prompt_v2,0.066
27,pain_rhymes1,positive,neg_prompt_v2,0.3
27,pain_rhymes1,negative,neg_prompt_v2,0.0
27,pain_rhymes2,positive,neg_prompt_v2,0.402
27,pain_rhymes2,negative,neg_prompt_v2,0.0
27,quick,positive,neg_prompt_v2,0.0
27,quick,negative,neg_prompt_v2,0.016
27,pain,positive,neg_prompt_v2,0.018
27,pain,negative,neg_prompt_v2,0.0
28,pain_rhymes_all,positive,neg_prompt_v2,0.558
28,pain_rhymes_all,negative,neg_prompt_v2,0.006
28,quick_rhymes_all,positive,neg_prompt_v2,0.004
28,quick_rhymes_all,negative,neg_prompt_v2,0.024
28,pain_rhymes1,positive,neg_prompt_v2,0.106
28,pain_rhymes1,negative,neg_prompt_v2,0.006
28,pain_rhymes2,positive,neg_prompt_v2,0.454
28,pain_rhymes2,negative,neg_prompt_v2,0.006
28,quick,positive,neg_prompt_v2,0.0
28,quick,negative,neg_prompt_v2,0.008
28,pain,positive,neg_prompt_v2,0.004
28,pain,negative,neg_prompt_v2,0.0
29,pain_rhymes_all,positive,neg_prompt_v2,0.436
29,pain_rhymes_all,negative,neg_prompt_v2,0.042
29,quick_rhymes_all,positive,neg_prompt_v2,0.016
29,quick_rhymes_all,negative,neg_prompt_v2,0.034
29,pain_rhymes1,positive,neg_prompt_v2,0.098
29,pain_rhymes1,negative,neg_prompt_v2,0.042
29,pain_rhymes2,positive,neg_prompt_v2,0.36
29,pain_rhymes2,negative,neg_prompt_v2,0.042
29,quick,positive,neg_prompt_v2,0.0
29,quick,negative,neg_prompt_v2,0.0
29,pain,positive,neg_prompt_v2,0.0
29,pain,negative,neg_prompt_v2,0.0
30,pain_rhymes_all,positive,neg_prompt_v2,0.524
30,pain_rhymes_all,negative,neg_prompt_v2,0.002
30,quick_rhymes_all,positive,neg_prompt_v2,0.01
30,quick_rhymes_all,negative,neg_prompt_v2,0.09
30,pain_rhymes1,positive,neg_prompt_v2,0.202
30,pain_rhymes1,negative,neg_prompt_v2,0.002
30,pain_rhymes2,positive,neg_prompt_v2,0.36
30,pain_rhymes2,negative,neg_prompt_v2,0.002
30,quick,positive,neg_prompt_v2,0.0
30,quick,negative,neg_prompt_v2,0.004
30,pain,positive,neg_prompt_v2,0.0
30,pain,negative,neg_prompt_v2,0.0
31,pain_rhymes_all,positive,neg_prompt_v2,0.032
31,pain_rhymes_all,negative,neg_prompt_v2,0.004
31,quick_rhymes_all,positive,neg_prompt_v2,0.486
31,quick_rhymes_all,negative,neg_prompt_v2,0.606
31,pain_rhymes1,positive,neg_prompt_v2,0.012
31,pain_rhymes1,negative,neg_prompt_v2,0.004
31,pain_rhymes2,positive,neg_prompt_v2,0.02
31,pain_rhymes2,negative,neg_prompt_v2,0.004
31,quick,positive,neg_prompt_v2,0.084
31,quick,negative,neg_prompt_v2,0.258
31,pain,positive,neg_prompt_v2,0.0
31,pain,negative,neg_prompt_v2,0.0
32,pain_rhymes_all,positive,neg_prompt_v2,0.0
32,pain_rhymes_all,negative,neg_prompt_v2,0.0
32,quick_rhymes_all,positive,neg_prompt_v2,0.902
32,quick_rhymes_all,negative,neg_prompt_v2,0.698
32,pain_rhymes1,positive,neg_prompt_v2,0.0
32,pain_rhymes1,negative,neg_prompt_v2,0.0
32,pain_rhymes2,positive,neg_prompt_v2,0.0
32,pain_rhymes2,negative,neg_prompt_v2,0.0
32,quick,positive,neg_prompt_v2,0.078
32,quick,negative,neg_prompt_v2,0.444
32,pain,positive,neg_prompt_v2,0.0
32,pain,negative,neg_prompt_v2,0.0
33,pain_rhymes_all,positive,neg_prompt_v2,0.0
33,pain_rhymes_all,negative,neg_prompt_v2,0.0
33,quick_rhymes_all,positive,neg_prompt_v2,0.93
33,quick_rhymes_all,negative,neg_prompt_v2,0.87
33,pain_rhymes1,positive,neg_prompt_v2,0.0
33,pain_rhymes1,negative,neg_prompt_v2,0.0
33,pain_rhymes2,positive,neg_prompt_v2,0.0
33,pain_rhymes2,negative,neg_prompt_v2,0.0
33,quick,positive,neg_prompt_v2,0.124
33,quick,negative,neg_prompt_v2,0.526
33,pain,positive,neg_prompt_v2,0.0
33,pain,negative,neg_prompt_v2,0.0
34,pain_rhymes_all,positive,neg_prompt_v2,0.0
34,pain_rhymes_all,negative,neg_prompt_v2,0.0
34,quick_rhymes_all,positive,neg_prompt_v2,0.912
34,quick_rhymes_all,negative,neg_prompt_v2,0.948
34,pain_rhymes1,positive,neg_prompt_v2,0.0
34,pain_rhymes1,negative,neg_prompt_v2,0.0
34,pain_rhymes2,positive,neg_prompt_v2,0.0
34,pain_rhymes2,negative,neg_prompt_v2,0.0
34,quick,positive,neg_prompt_v2,0.178
34,quick,negative,neg_prompt_v2,0.54
34,pain,positive,neg_prompt_v2,0.0
34,pain,negative,neg_prompt_v2,0.0
35,pain_rhymes_all,positive,neg_prompt_v2,0.0
35,pain_rhymes_all,negative,neg_prompt_v2,0.0
35,quick_rhymes_all,positive,neg_prompt_v2,0.93
35,quick_rhymes_all,negative,neg_prompt_v2,0.966
35,pain_rhymes1,positive,neg_prompt_v2,0.0
35,pain_rhymes1,negative,neg_prompt_v2,0.0
35,pain_rhymes2,positive,neg_prompt_v2,0.0
35,pain_rhymes2,negative,neg_prompt_v2,0.0
35,quick,positive,neg_prompt_v2,0.164
35,quick,negative,neg_prompt_v2,0.568
35,pain,positive,neg_prompt_v2,0.0
35,pain,negative,neg_prompt_v2,0.0
36,pain_rhymes_all,positive,neg_prompt_v2,0.0
36,pain_rhymes_all,negative,neg_prompt_v2,0.0
36,quick_rhymes_all,positive,neg_prompt_v2,0.962
36,quick_rhymes_all,negative,neg_prompt_v2,0.964
36,pain_rhymes1,positive,neg_prompt_v2,0.0
36,pain_rhymes1,negative,neg_prompt_v2,0.0
36,pain_rhymes2,positive,neg_prompt_v2,0.0
36,pain_rhymes2,negative,neg_prompt_v2,0.0
36,quick,positive,neg_prompt_v2,0.152
36,quick,negative,neg_prompt_v2,0.522
36,pain,positive,neg_prompt_v2,0.0
36,pain,negative,neg_prompt_v2,0.0
37,pain_rhymes_all,positive,neg_prompt_v2,0.0
37,pain_rhymes_all,negative,neg_prompt_v2,0.0
37,quick_rhymes_all,positive,neg_prompt_v2,0.966
37,quick_rhymes_all,negative,neg_prompt_v2,0.988
37,pain_rhymes1,positive,neg_prompt_v2,0.0
37,pain_rhymes1,negative,neg_prompt_v2,0.0
37,pain_rhymes2,positive,neg_prompt_v2,0.0
37,pain_rhymes2,negative,neg_prompt_v2,0.0
37,quick,positive,neg_prompt_v2,0.168
37,quick,negative,neg_prompt_v2,0.592
37,pain,positive,neg_prompt_v2,0.0
37,pain,negative,neg_prompt_v2,0.0
38,pain_rhymes_all,positive,neg_prompt_v2,0.0
38,pain_rhymes_all,negative,neg_prompt_v2,0.0
38,quick_rhymes_all,positive,neg_prompt_v2,0.976
38,quick_rhymes_all,negative,neg_prompt_v2,0.982
38,pain_rhymes1,positive,neg_prompt_v2,0.0
38,pain_rhymes1,negative,neg_prompt_v2,0.0
38,pain_rhymes2,positive,neg_prompt_v2,0.0
38,pain_rhymes2,negative,neg_prompt_v2,0.0
38,quick,positive,neg_prompt_v2,0.226
38,quick,negative,neg_prompt_v2,0.534
38,pain,positive,neg_prompt_v2,0.0
38,pain,negative,neg_prompt_v2,0.0
39,pain_rhymes_all,positive,neg_prompt_v2,0.0
39,pain_rhymes_all,negative,neg_prompt_v2,0.0
39,quick_rhymes_all,positive,neg_prompt_v2,0.962
39,quick_rhymes_all,negative,neg_prompt_v2,0.998
39,pain_rhymes1,positive,neg_prompt_v2,0.0
39,pain_rhymes1,negative,neg_prompt_v2,0.0
39,pain_rhymes2,positive,neg_prompt_v2,0.0
39,pain_rhymes2,negative,neg_prompt_v2,0.0
39,quick,positive,neg_prompt_v2,0.186
39,quick,negative,neg_prompt_v2,0.538
39,pain,positive,neg_prompt_v2,0.0
39,pain,negative,neg_prompt_v2,0.0
40,pain_rhymes_all,positive,neg_prompt_v2,0.0
40,pain_rhymes_all,negative,neg_prompt_v2,0.0
40,quick_rhymes_all,positive,neg_prompt_v2,0.976
40,quick_rhymes_all,negative,neg_prompt_v2,0.99
40,pain_rhymes1,positive,neg_prompt_v2,0.0
40,pain_rhymes1,negative,neg_prompt_v2,0.0
40,pain_rhymes2,positive,neg_prompt_v2,0.0
40,pain_rhymes2,negative,neg_prompt_v2,0.0
40,quick,positive,neg_prompt_v2,0.322
40,quick,negative,neg_prompt_v2,0.516
40,pain,positive,neg_prompt_v2,0.0
40,pain,negative,neg_prompt_v2,0.0
